-1.0188	-0.99847	-0.87481	-1.0279	-0.65012	-1.1198	-1.0705	-0.81784	-0.31437	-0.42736	0.00028793	0.058782	-0.58337	-0.37818	-0.0070392	-1.0484	-0.28634	-0.19071	-1.023	-0.73505	-0.28065	-0.59567	-0.96196	-1.1217	0.020231	-0.60741	-0.79695	-0.84125	0.080669	0.16265	-0.053719	-0.88429	-0.30259	-0.40086	0.61219
-0.81714	-0.92337	-0.3971	-1.251	-0.99697	-1.1198	-1.0705	-0.81784	1.3887	-0.55952	1.5596	1.0517	-0.77066	-0.86388	-0.28954	0.66395	-0.28634	-1.0027	-0.25022	-0.73505	-0.28065	-0.59567	0.71381	0.15418	-1.134	0.72691	-0.79695	-0.84125	0.080669	-1.0808	-0.87429	-0.88429	-0.30259	-0.40086	-0.66108
-1.1197	-1.1156	-0.87481	-1.251	-1.3438	-0.71023	-0.15989	-0.81784	-0.16834	0.84468	0.62345	0.10043	-0.44357	0.95445	1.7562	-0.47765	-0.28634	-1.0027	-0.25022	-0.73505	-0.95597	-0.59567	0.71381	0.15418	-1.134	-0.60741	-0.79695	0.098867	-0.79583	0.16265	-0.87429	-0.88429	-0.30259	-0.40086	-0.66108
0.7965	0.93559	0.39909	1.2025	1.0841	0.92791	0.75074	0.75629	0.3039	-0.83118	-0.037115	0.069638	0.031416	-0.03463	0.38216	0.66395	-0.28634	2.2453	-1.023	0.38575	-0.28065	2.1929	1.5517	-1.1217	0.020231	-0.60741	0.23188	-0.84125	0.95717	0.16265	-0.87429	2.5892	-0.30259	1.7423	0.61219
-0.91799	-0.81475	-1.034	-0.58183	-0.30327	-0.71023	-0.15989	-0.81784	-0.65434	-0.69388	-1.2196	-0.25637	0.18773	0.40844	-0.45355	-1.0484	-0.28634	-0.19071	-1.023	0.38575	-0.28065	0.79861	-0.96196	-1.1217	-0.55689	-0.60741	-0.79695	-0.84125	0.080669	0.16265	-0.053719	-0.01592	-1.0296	1.7423	-0.66108
-0.61543	-0.40219	-0.71557	-0.35879	-0.30327	-0.3007	-0.15989	-0.29313	0.48815	-1.4152	-0.45718	0.63786	-0.73732	0.42044	1.512	-1.0484	-0.28634	-0.19071	-0.25022	-0.73505	-0.95597	0.79861	-0.96196	0.15418	0.020231	-0.60741	-0.79695	-0.84125	-0.79583	-1.0808	0.76685	-0.01592	-0.30259	6.0285	-0.66108
0.69565	0.74074	0.39909	0.9795	2.1247	-0.71023	-1.0705	-0.29313	0.23397	-0.84671	-0.10761	0.68296	-0.39773	-1.3299	0.90862	0.093154	-0.28634	-1.0027	0.52256	-0.73505	-0.28065	-0.59567	-0.96196	0.15418	1.7516	-0.60741	-0.79695	1.039	4.4632	-1.0808	-0.053719	1.7208	0.42443	1.7423	-0.66108
-1.0188	-1.1513	-0.71557	-1.251	-0.65012	-1.5293	-1.0705	-1.3425	1.1161	-1.0466	1.9079	0.91555	-1.4859	-1.4918	-0.52673	0.093154	-0.28634	-1.0027	-1.023	-0.73505	-0.28065	-0.59567	-0.12408	-1.1217	-0.55689	-0.60741	-0.79695	-0.84125	-0.79583	0.16265	-0.053719	-0.01592	-0.30259	-0.40086	-0.66108
0.090533	0.13214	-0.078623	0.31035	1.0841	-0.71023	-1.0705	-0.29313	0.42064	-0.94829	0.1149	0.4685	-0.71287	-1.0459	-0.10731	-0.47765	-0.28634	-0.19071	-0.25022	0.38575	-0.28065	-0.59567	-0.12408	-1.1217	0.59735	-0.60741	0.23188	0.098867	-0.79583	0.16265	2.408	0.85245	-1.0296	1.7423	0.61219
-1.1197	-1.0022	-1.034	-1.0279	-1.3438	-0.3007	-0.15989	-0.29313	-0.59211	0.75382	-1.5586	-0.091215	0.63803	2.186	0.97412	-1.0484	-0.28634	-1.0027	0.52256	-0.73505	-0.95597	0.79861	-0.12408	0.15418	-1.134	0.72691	-0.79695	0.098867	-0.79583	-1.0808	-0.87429	-0.88429	-1.0296	-0.40086	0.61219
-1.2205	-1.1635	-1.1933	-1.0279	-1.3438	-0.3007	-0.15989	-0.29313	-3.3278	3.3455	-2.5118	-2.922	2.057	2.9039	-0.81763	-0.47765	-0.28634	-0.19071	-0.25022	-0.73505	-0.95597	-0.59567	-0.96196	-1.1217	-1.134	0.72691	-0.79695	0.098867	-0.79583	1.4061	-0.87429	-0.88429	-1.0296	-0.40086	-0.66108
0.090533	0.053492	0.55833	-0.58183	-0.30327	-0.71023	-1.0705	-0.29313	1.2231	-1.2269	0.99495	1.2858	-1.225	-1.1077	0.20855	0.66395	-0.28634	-1.0027	0.52256	-0.73505	0.39467	-0.59567	0.71381	-1.1217	0.59735	-0.60741	0.23188	0.098867	-0.79583	0.16265	-0.053719	-0.01592	-0.30259	1.7423	0.61219
-0.41373	-0.39382	-1.034	0.5334	1.431	-0.71023	-0.15989	-0.81784	-0.82742	-0.28198	-1.0128	-0.91172	0.72338	-0.49553	-0.58284	0.093154	-0.28634	-1.0027	-0.25022	0.38575	-0.95597	0.79861	-0.96196	-1.1217	-1.134	0.72691	0.23188	-0.84125	0.080669	0.16265	-0.053719	3.4576	-1.0296	-0.40086	-0.66108
-0.11117	-0.031027	-0.078623	-0.13574	-0.99697	0.92791	-1.0705	1.8057	0.12192	0.89179	-0.39245	-0.39215	0.63312	1.0798	-0.013306	-1.0484	-0.28634	1.4333	1.2953	2.6273	0.39467	-0.59567	-0.12408	-1.1217	-0.55689	-0.60741	-0.79695	1.039	-0.79583	0.16265	-0.87429	-0.01592	-0.30259	-0.40086	-0.66108
-0.61543	-0.59527	-0.71557	-0.35879	0.39044	-1.1198	-1.0705	-0.81784	0.12504	-0.57646	0.031115	0.20428	-0.098886	-0.98646	0.2765	-1.0484	-0.28634	-1.0027	-0.25022	0.38575	-0.28065	-0.59567	-0.96196	0.15418	-0.55689	0.72691	0.23188	-0.84125	0.95717	-1.0808	-0.053719	-0.01592	0.42443	-0.40086	-0.66108
0.49394	0.35423	-0.078623	1.2025	1.7779	0.10884	-0.15989	0.23158	0.26437	-0.15478	-0.2602	-0.39184	0.68953	-0.52416	-1.7477	-0.47765	-0.28634	0.62131	-0.25022	0.38575	1.07	0.79861	0.71381	0.15418	-1.134	-0.60741	1.2607	-0.84125	-0.79583	-1.0808	4.0491	-0.01592	0.42443	1.7423	-0.66108
-0.91799	-0.91507	-1.034	-0.58183	-0.30327	-0.71023	-1.0705	-0.29313	-0.41402	0.37221	-0.31069	-1.0342	0.87642	0.31176	0.78387	-1.0484	-0.28634	0.62131	-1.023	-0.73505	-0.95597	-0.59567	-0.96196	0.15418	-1.134	-0.60741	0.23188	-0.84125	-0.79583	-1.0808	-0.053719	-0.01592	1.1515	-0.40086	0.61219
0.49394	0.40894	1.036	-0.35879	-0.30327	-0.3007	-0.15989	-0.29313	1.2031	-0.99271	1.0382	1.5509	-1.3265	-0.93955	0.87722	1.2348	-0.28634	-1.0027	0.52256	-0.73505	-0.28065	0.79861	1.5517	-1.1217	1.1745	0.72691	-0.79695	2.9192	0.080669	0.16265	-0.87429	0.85245	-1.0296	-0.40086	-0.66108
0.49394	0.53157	0.39909	0.5334	1.0841	-0.3007	-0.15989	-0.29313	0.67026	-1.2047	0.24474	0.73831	-0.62016	-0.90806	0.38911	0.093154	-0.28634	0.62131	-1.023	-0.73505	-0.28065	0.79861	1.5517	0.15418	0.020231	-0.60741	0.23188	0.098867	0.080669	-1.0808	0.76685	1.7208	-0.30259	-0.40086	3.1587
